idÏÏposicionÏÏnombreÏÏcodfichero
164ÏÏ41ÏÏEMAILÏÏClientesÏÏÖ
165ÏÏ42ÏÏPASSWORDÏÏClientesÏÏÖ
166ÏÏ43ÏÏCNACCLIÏÏClientesÏÏÖ
167ÏÏ44ÏÏCNACBCOÏÏClientesÏÏÖ
168ÏÏ45ÏÏCCODGRUPÏÏClientesÏÏÖ
169ÏÏ46ÏÏCCODDIVÏÏClientesÏÏÖ
170ÏÏ47ÏÏNDIA3PAGOÏÏClientesÏÏÖ
171ÏÏ48ÏÏCCODTRANÏÏClientesÏÏÖ
172ÏÏ49ÏÏCCTAVENSÏÏClientesÏÏÖ
173ÏÏ50ÏÏCSCTASUPLÏÏClientesÏÏÖ
174ÏÏ51ÏÏSCTAANTCLIÏÏClientesÏÏÖ
175ÏÏ52ÏÏLIVAINCLÏÏClientesÏÏÖ
176ÏÏ53ÏÏDINIVACAÏÏClientesÏÏÖ
177ÏÏ54ÏÏDFINVACAÏÏClientesÏÏÖ
178ÏÏ55ÏÏCCODEDIÏÏClientesÏÏÖ
179ÏÏ56ÏÏNDTOESPÏÏClientesÏÏÖ
180ÏÏ57ÏÏNCOPPREÏÏClientesÏÏÖ
181ÏÏ58ÏÏNCOPPEDÏÏClientesÏÏÖ
182ÏÏ59ÏÏNCOPALBÏÏClientesÏÏÖ
183ÏÏ60ÏÏNCOPABOÏÏClientesÏÏÖ
184ÏÏ61ÏÏNCOPRECÏÏClientesÏÏÖ
185ÏÏ62ÏÏCTFOBCOÏÏClientesÏÏÖ
186ÏÏ63ÏÏCFAXBCOÏÏClientesÏÏÖ
187ÏÏ64ÏÏCCONTACBCOÏÏClientesÏÏÖ
188ÏÏ65ÏÏCOBSER1BCOÏÏClientesÏÏÖ
189ÏÏ66ÏÏCOBSER2BCO
ÏÏClientesÏÏÖ
277ÏÏ0ÏÏCCODFAMÏÏFamilias ArticulosÏÏÖ
278ÏÏ1ÏÏCNOMFAMÏÏFamilias ArticulosÏÏÖ
279ÏÏ2ÏÏCPREDEF1ÏÏFamilias ArticulosÏÏÖ
280ÏÏ3ÏÏCPREDEF2ÏÏFamilias ArticulosÏÏÖ
281ÏÏ4ÏÏCPREDEF3ÏÏFamilias ArticulosÏÏÖ
282ÏÏ5ÏÏCPREDEF4ÏÏFamilias ArticulosÏÏÖ
283ÏÏ6ÏÏCPREDEF5ÏÏFamilias ArticulosÏÏÖ
284ÏÏ7ÏÏCPREDEF6ÏÏFamilias ArticulosÏÏÖ
285ÏÏ8ÏÏCPREDEF7ÏÏFamilias ArticulosÏÏÖ
286ÏÏ9ÏÏCPREDEF8ÏÏFamilias ArticulosÏÏÖ
287ÏÏ10ÏÏCPREDEF9ÏÏFamilias ArticulosÏÏÖ
288ÏÏ11ÏÏCPREDEF10ÏÏFamilias ArticulosÏÏÖ
289ÏÏ12ÏÏLINTERNETÏÏFamilias ArticulosÏÏÖ
290ÏÏ13ÏÏCCODPROP1ÏÏFamilias ArticulosÏÏÖ
291ÏÏ14ÏÏCCODPROP2ÏÏFamilias ArticulosÏÏÖ
292ÏÏ15ÏÏLACTUALIZAÏÏFamilias ArticulosÏÏÖ
293ÏÏ16ÏÏDACTUALIZA
ÏÏFamilias ArticulosÏÏÖ
1491ÏÏ0ÏÏCREFÏÏArticulosÏÏÖ
1492ÏÏ1ÏÏCDETALLEÏÏArticulosÏÏÖ
1493ÏÏ2ÏÏCCODFAMÏÏArticulosÏÏÖ
1494ÏÏ3ÏÏCFORMATOÏÏArticulosÏÏÖ
1495ÏÏ4ÏÏNPZOREPÏÏArticulosÏÏÖ
1496ÏÏ5ÏÏNCOSTEPROMÏÏArticulosÏÏÖ
1497ÏÏ6ÏÏNCOSTEDIVÏÏArticulosÏÏÖ
1498ÏÏ7ÏÏNSTOCKMINÏÏArticulosÏÏÖ
1499ÏÏ8ÏÏNSTOCKMAXÏÏArticulosÏÏÖ
1500ÏÏ9ÏÏCTIPOIVAÏÏArticulosÏÏÖ
1501ÏÏ10ÏÏCGRPCONTAÏÏArticulosÏÏÖ
1502ÏÏ11ÏÏNPVPÏÏArticulosÏÏÖ
1503ÏÏ12ÏÏNPREMAYORÏÏArticulosÏÏÖ
1504ÏÏ13ÏÏNDTO1ÏÏArticulosÏÏÖ
1505ÏÏ14ÏÏNDTO2ÏÏArticulosÏÏÖ
1506ÏÏ15ÏÏNDTO3ÏÏArticulosÏÏÖ
1507ÏÏ16ÏÏNDTO4ÏÏArticulosÏÏÖ
1508ÏÏ17ÏÏNDTO5ÏÏArticulosÏÏÖ
1509ÏÏ18ÏÏNDTO6ÏÏArticulosÏÏÖ
1510ÏÏ19ÏÏNPENDSERÏÏArticulosÏÏÖ
1511ÏÏ20ÏÏNPENDRECÏÏArticulosÏÏÖ
1512ÏÏ21ÏÏCCODDIVÏÏArticulosÏÏÖ
1513ÏÏ22ÏÏNENTACUÏÏArticulosÏÏÖ
1514ÏÏ23ÏÏCCODPROÏÏArticulosÏÏÖ
1515ÏÏ24ÏÏCREFPROVÏÏArticulosÏÏÖ
1516ÏÏ25ÏÏLSELECTÏÏArticulosÏÏÖ
1517ÏÏ26ÏÏNUNIDADESÏÏArticulosÏÏÖ
1518ÏÏ27ÏÏNETIQUETASÏÏArticulosÏÏÖ
1519ÏÏ28ÏÏCIMAGENÏÏArticulosÏÏÖ
1520ÏÏ29ÏÏCPREDEF1ÏÏArticulosÏÏÖ
1521ÏÏ30ÏÏCPREDEF2ÏÏArticulosÏÏÖ
1522ÏÏ31ÏÏCPREDEF3ÏÏArticulosÏÏÖ
1523ÏÏ32ÏÏCPREDEF4ÏÏArticulosÏÏÖ
1524ÏÏ33ÏÏCPREDEF5ÏÏArticulosÏÏÖ
1525ÏÏ34ÏÏCPREDEF6ÏÏArticulosÏÏÖ
1526ÏÏ35ÏÏCPREDEF7ÏÏArticulosÏÏÖ
1527ÏÏ36ÏÏCPREDEF8ÏÏArticulosÏÏÖ
1528ÏÏ37ÏÏCPREDEF9ÏÏArticulosÏÏÖ
1529ÏÏ38ÏÏCPREDEF10ÏÏArticulosÏÏÖ
1530ÏÏ39ÏÏLINTERNETÏÏArticulosÏÏÖ
1531ÏÏ40ÏÏLUNIDADESÏÏArticulosÏÏÖ
1532ÏÏ41ÏÏCCODEBARÏÏArticulosÏÏÖ
1533ÏÏ42ÏÏNTIPOCODEÏÏArticulosÏÏÖ
1534ÏÏ43ÏÏLKITÏÏArticulosÏÏÖ
1535ÏÏ44ÏÏLPESOÏÏArticulosÏÏÖ
1536ÏÏ45ÏÏNTARAÏÏArticulosÏÏÖ
1537ÏÏ46ÏÏNBENEFPVPÏÏArticulosÏÏÖ
1538ÏÏ47ÏÏNBENEFMAYÏÏArticulosÏÏÖ
1539ÏÏ48ÏÏLPRECPROP1ÏÏArticulosÏÏÖ
1540ÏÏ49ÏÏLPRECPROP2ÏÏArticulosÏÏÖ
1541ÏÏ50ÏÏNPCONIVAÏÏArticulosÏÏÖ
1542ÏÏ51ÏÏNPMCONIVAÏÏArticulosÏÏÖ
1543ÏÏ52ÏÏLCTRLSTOCKÏÏArticulosÏÏÖ
1544ÏÏ53ÏÏNPREPVÏÏArticulosÏÏÖ
1545ÏÏ54ÏÏLACTUALIZAÏÏArticulosÏÏÖ
1546ÏÏ55ÏÏDACTUALIZAÏÏArticulosÏÏÖ
1547ÏÏ56ÏÏCGRPCONTACÏÏArticulosÏÏÖ
1548ÏÏ57ÏÏNSALACUÏÏArticulosÏÏÖ
1549ÏÏ58ÏÏCSCTAVTASÏÏArticulosÏÏÖ
1550ÏÏ59ÏÏCSCTACPRASÏÏArticulosÏÏÖ
1551ÏÏ60ÏÏLANTICIPOÏÏArticulosÏÏÖ
1552ÏÏ61ÏÏCCODPAGOÏÏArticulosÏÏÖ
1553ÏÏ62ÏÏCSCTAVABONÏÏArticulosÏÏÖ
1554ÏÏ63ÏÏCSCTACABON
ÏÏArticulosÏÏÖ
1557ÏÏ0ÏÏCCODPAGOÏÏFormas de pagoÏÏÖ
1558ÏÏ1ÏÏCDESPAGOÏÏFormas de pagoÏÏÖ
1559ÏÏ2ÏÏNIMPAPLÏÏFormas de pagoÏÏÖ
1560ÏÏ3ÏÏNDIASAPLÏÏFormas de pagoÏÏÖ
1561ÏÏ4ÏÏNPORC1ÏÏFormas de pagoÏÏÖ
1562ÏÏ5ÏÏNAPL1ÏÏFormas de pagoÏÏÖ
1563ÏÏ6ÏÏNPORC2ÏÏFormas de pagoÏÏÖ
1564ÏÏ7ÏÏNAPL2ÏÏFormas de pagoÏÏÖ
1565ÏÏ8ÏÏNPORC3ÏÏFormas de pagoÏÏÖ
1566ÏÏ9ÏÏNAPL3ÏÏFormas de pagoÏÏÖ
1567ÏÏ10ÏÏNPORC4ÏÏFormas de pagoÏÏÖ
1568ÏÏ11ÏÏNAPL4ÏÏFormas de pagoÏÏÖ
1569ÏÏ12ÏÏNPORC5ÏÏFormas de pagoÏÏÖ
1570ÏÏ13ÏÏNAPL5ÏÏFormas de pagoÏÏÖ
1571ÏÏ14ÏÏCCTACOBROÏÏFormas de pagoÏÏÖ
1572ÏÏ15ÏÏNPLAZOSÏÏFormas de pagoÏÏÖ
1573ÏÏ16ÏÏLPAGADOÏÏFormas de pagoÏÏÖ
1574ÏÏ17ÏÏLPAGVCTOÏÏFormas de pagoÏÏÖ
1575ÏÏ18ÏÏLMESCOMPÏÏFormas de pagoÏÏÖ
1576ÏÏ19ÏÏNINTERNETÏÏFormas de pagoÏÏÖ
1577ÏÏ20ÏÏNMODALIDADÏÏFormas de pagoÏÏÖ
1578ÏÏ21ÏÏNCOMISIONÏÏFormas de pagoÏÏÖ
1579ÏÏ22ÏÏCSCTACOMÏÏFormas de pagoÏÏÖ
1580ÏÏ23ÏÏNDPPÏÏFormas de pagoÏÏÖ
1581ÏÏ24ÏÏCCTAPAGOÏÏFormas de pagoÏÏÖ
1582ÏÏ25ÏÏLPASACONTAÏÏFormas de pagoÏÏÖ
1583ÏÏ26ÏÏCIDMPAGO
ÏÏFormas de pagoÏÏÖ
1586ÏÏ0ÏÏCCODIGOÏÏGrupos de clientesÏÏÖ
1587ÏÏ1ÏÏCDESCRIP
ÏÏGrupos de clientesÏÏÖ
1672ÏÏ0ÏÏCCODPROÏÏProveedoresÏÏÖ
1673ÏÏ1ÏÏCNOMPROÏÏProveedoresÏÏÖ
1674ÏÏ2ÏÏCDIRPROÏÏProveedoresÏÏÖ
1675ÏÏ3ÏÏCPOBPROÏÏProveedoresÏÏÖ
1676ÏÏ4ÏÏCCODPROVÏÏProveedoresÏÏÖ
1677ÏÏ5ÏÏCPTLPROÏÏProveedoresÏÏÖ
1678ÏÏ6ÏÏCTFO1PROÏÏProveedoresÏÏÖ
1679ÏÏ7ÏÏCTFO2PROÏÏProveedoresÏÏÖ
1680ÏÏ8ÏÏCFAXÏÏProveedoresÏÏÖ
1681ÏÏ9ÏÏCNIFDNIÏÏProveedoresÏÏÖ
1682ÏÏ10ÏÏNDTOÏÏProveedoresÏÏÖ
1683ÏÏ11ÏÏCCODPAGOÏÏProveedoresÏÏÖ
1684ÏÏ12ÏÏNDIAPAGOÏÏProveedoresÏÏÖ
1685ÏÏ13ÏÏCNBRBCOÏÏProveedoresÏÏÖ
1686ÏÏ14ÏÏCDIRBCOÏÏProveedoresÏÏÖ
1687ÏÏ15ÏÏCPOBBCOÏÏProveedoresÏÏÖ
1688ÏÏ16ÏÏCPROVBCOÏÏProveedoresÏÏÖ
1689ÏÏ17ÏÏCENTIDADÏÏProveedoresÏÏÖ
1690ÏÏ18ÏÏCAGENCIAÏÏProveedoresÏÏÖ
1691ÏÏ19ÏÏCCUENTAÏÏProveedoresÏÏÖ
1692ÏÏ20ÏÏCSUBCTAÏÏProveedoresÏÏÖ
1693ÏÏ21ÏÏLSELECTÏÏProveedoresÏÏÖ
1694ÏÏ22ÏÏNETIQUETASÏÏProveedoresÏÏÖ
1695ÏÏ23ÏÏCNACPROÏÏProveedoresÏÏÖ
1696ÏÏ24ÏÏCNACBCOÏÏProveedoresÏÏÖ
1697ÏÏ25ÏÏCPERCONTÏÏProveedoresÏÏÖ
1698ÏÏ26ÏÏCCODDIVÏÏProveedoresÏÏÖ
1699ÏÏ27ÏÏNIVAÏÏProveedoresÏÏÖ
1700ÏÏ28ÏÏCSERIEFACTÏÏProveedoresÏÏÖ
1701ÏÏ29ÏÏNIVAPORTESÏÏProveedoresÏÏÖ
1702ÏÏ30ÏÏNIRPFAÏÏProveedoresÏÏÖ
1703ÏÏ31ÏÏNIRPFBÏÏProveedoresÏÏÖ
1704ÏÏ32ÏÏNRECFINANCÏÏProveedoresÏÏÖ
1705ÏÏ33ÏÏLIRPFAGRÏÏProveedoresÏÏÖ
1706ÏÏ34ÏÏNDPPÏÏProveedoresÏÏÖ
1707ÏÏ35ÏÏNDIA2PAGOÏÏProveedoresÏÏÖ
1708ÏÏ36ÏÏNDIA3PAGOÏÏProveedoresÏÏÖ
1709ÏÏ37ÏÏDINIVACAÏÏProveedoresÏÏÖ
1710ÏÏ38ÏÏDFINVACAÏÏProveedoresÏÏÖ
1711ÏÏ39ÏÏCCTACPRASÏÏProveedoresÏÏÖ
1712ÏÏ40ÏÏCCTACPRASS
ÏÏProveedoresÏÏÖ
1839ÏÏ0ÏÏCCTAREMÏÏCuentas bancariasÏÏÖ
1840ÏÏ1ÏÏCNOMCTAÏÏCuentas bancariasÏÏÖ
1841ÏÏ2ÏÏCDIRCTAÏÏCuentas bancariasÏÏÖ
1842ÏÏ3ÏÏCENTIDADÏÏCuentas bancariasÏÏÖ
1843ÏÏ4ÏÏCAGENCIAÏÏCuentas bancariasÏÏÖ
1844ÏÏ5ÏÏCCUENTAÏÏCuentas bancariasÏÏÖ
1845ÏÏ6ÏÏCCTACONTÏÏCuentas bancariasÏÏÖ
1846ÏÏ7ÏÏCSUFIJOÏÏCuentas bancariasÏÏÖ
1847ÏÏ8ÏÏCSUFIJO58
ÏÏCuentas bancariasÏÏÖ
2355ÏÏ0ÏÏNNUMALBÏÏAlbaranes de ClientesÏÏÖ
2356ÏÏ1ÏÏDFECALBÏÏAlbaranes de ClientesÏÏÖ
2357ÏÏ2ÏÏCCODCLIÏÏAlbaranes de ClientesÏÏÖ
2358ÏÏ3ÏÏCIDENDIRÏÏAlbaranes de ClientesÏÏÖ
2359ÏÏ4ÏÏCCODALMÏÏAlbaranes de ClientesÏÏÖ
2360ÏÏ5ÏÏLFACTURADOÏÏAlbaranes de ClientesÏÏÖ
2361ÏÏ6ÏÏDFECENTÏÏAlbaranes de ClientesÏÏÖ
2362ÏÏ7ÏÏCSUPEDÏÏAlbaranes de ClientesÏÏÖ
2363ÏÏ8ÏÏCCONDENTÏÏAlbaranes de ClientesÏÏÖ
2364ÏÏ9ÏÏCEXPEDÏÏAlbaranes de ClientesÏÏÖ
2365ÏÏ10ÏÏCOBSERVÏÏAlbaranes de ClientesÏÏÖ
2366ÏÏ11ÏÏCCODPAGOÏÏAlbaranes de ClientesÏÏÖ
2367ÏÏ12ÏÏNBULTOSÏÏAlbaranes de ClientesÏÏÖ
2368ÏÏ13ÏÏNPORTESÏÏAlbaranes de ClientesÏÏÖ
2369ÏÏ14ÏÏCCODAGEÏÏAlbaranes de ClientesÏÏÖ
2370ÏÏ15ÏÏNCOMISIONÏÏAlbaranes de ClientesÏÏÖ
2371ÏÏ16ÏÏNNUMPEDÏÏAlbaranes de ClientesÏÏÖ
2372ÏÏ17ÏÏNTIPOALBÏÏAlbaranes de ClientesÏÏÖ
2373ÏÏ18ÏÏLSELECTÏÏAlbaranes de ClientesÏÏÖ
2374ÏÏ19ÏÏNETIQUETASÏÏAlbaranes de ClientesÏÏÖ
2375ÏÏ20ÏÏCCODDIVÏÏAlbaranes de ClientesÏÏÖ
2376ÏÏ21ÏÏNVALDIVÏÏAlbaranes de ClientesÏÏÖ
2377ÏÏ22ÏÏCFACTURAÏÏAlbaranes de ClientesÏÏÖ
2378ÏÏ23ÏÏCCODTRANÏÏAlbaranes de ClientesÏÏÖ
2379ÏÏ24ÏÏCTRACKINGÏÏAlbaranes de ClientesÏÏÖ
2380ÏÏ25ÏÏCTPORTESÏÏAlbaranes de ClientesÏÏÖ
2381ÏÏ26ÏÏLMULAGENÏÏAlbaranes de ClientesÏÏÖ
2382ÏÏ27ÏÏLREGALOÏÏAlbaranes de ClientesÏÏÖ
2383ÏÏ28ÏÏNDPPÏÏAlbaranes de ClientesÏÏÖ
2384ÏÏ29ÏÏNDTOESPÏÏAlbaranes de ClientesÏÏÖ
2385ÏÏ30ÏÏCSERIEÏÏAlbaranes de ClientesÏÏÖ
2386ÏÏ31ÏÏLIMPRESOÏÏAlbaranes de ClientesÏÏÖ
2387ÏÏ32ÏÏLEDIÏÏAlbaranes de ClientesÏÏÖ
2388ÏÏ33ÏÏNVALEUROÏÏAlbaranes de ClientesÏÏÖ
2389ÏÏ34ÏÏNIVAPORTESÏÏAlbaranes de ClientesÏÏÖ
2390ÏÏ35ÏÏNENTCUENTA
ÏÏAlbaranes de ClientesÏÏÖ
2391ÏÏ0ÏÏCCODALMÏÏAlmacenesÏÏÖ
2392ÏÏ1ÏÏCNOMBREÏÏAlmacenesÏÏÖ
2393ÏÏ2ÏÏCDIRECCÏÏAlmacenesÏÏÖ
2394ÏÏ3ÏÏCPOBLACÏÏAlmacenesÏÏÖ
2395ÏÏ4ÏÏCPROVINÏÏAlmacenesÏÏÖ
2396ÏÏ5ÏÏCTFNO
ÏÏAlmacenesÏÏÖ
2453ÏÏ0ÏÏNNUMALBÏÏLineas de Albaranes de ClientesÏÏÖ
2454ÏÏ1ÏÏCREFÏÏLineas de Albaranes de ClientesÏÏÖ
2455ÏÏ2ÏÏCDETALLEÏÏLineas de Albaranes de ClientesÏÏÖ
2456ÏÏ3ÏÏNPREUNITÏÏLineas de Albaranes de ClientesÏÏÖ
2457ÏÏ4ÏÏNDTOÏÏLineas de Albaranes de ClientesÏÏÖ
2458ÏÏ5ÏÏNIVAÏÏLineas de Albaranes de ClientesÏÏÖ
2459ÏÏ6ÏÏNCANENTÏÏLineas de Albaranes de ClientesÏÏÖ
2460ÏÏ7ÏÏLCONTROLÏÏLineas de Albaranes de ClientesÏÏÖ
2461ÏÏ8ÏÏNUNIDADESÏÏLineas de Albaranes de ClientesÏÏÖ
2462ÏÏ9ÏÏNCOMISIONÏÏLineas de Albaranes de ClientesÏÏÖ
2463ÏÏ10ÏÏNSERVICIOÏÏLineas de Albaranes de ClientesÏÏÖ
2464ÏÏ11ÏÏCCODAGEÏÏLineas de Albaranes de ClientesÏÏÖ
2465ÏÏ12ÏÏCPROP1ÏÏLineas de Albaranes de ClientesÏÏÖ
2466ÏÏ13ÏÏCPROP2ÏÏLineas de Albaranes de ClientesÏÏÖ
2467ÏÏ14ÏÏNNUMPEDÏÏLineas de Albaranes de ClientesÏÏÖ
2468ÏÏ15ÏÏDFECPEDÏÏLineas de Albaranes de ClientesÏÏÖ
2469ÏÏ16ÏÏNTOTPEDÏÏLineas de Albaranes de ClientesÏÏÖ
2470ÏÏ17ÏÏNLINEAÏÏLineas de Albaranes de ClientesÏÏÖ
2471ÏÏ18ÏÏNPRECPROMÏÏLineas de Albaranes de ClientesÏÏÖ
2472ÏÏ19ÏÏNDTOPROMÏÏLineas de Albaranes de ClientesÏÏÖ
2473ÏÏ20ÏÏLMODIFÏÏLineas de Albaranes de ClientesÏÏÖ
2474ÏÏ21ÏÏLREGALOÏÏLineas de Albaranes de ClientesÏÏÖ
2475ÏÏ22ÏÏCCODBARÏÏLineas de Albaranes de ClientesÏÏÖ
2476ÏÏ23ÏÏNENTCUENTAÏÏLineas de Albaranes de ClientesÏÏÖ
2477ÏÏ24ÏÏNDTOLINÏÏLineas de Albaranes de ClientesÏÏÖ
2478ÏÏ25ÏÏNPREIVAANTÏÏLineas de Albaranes de ClientesÏÏÖ
2479ÏÏ26ÏÏFPAGO
ÏÏLineas de Albaranes de ClientesÏÏÖ
2490ÏÏ0ÏÏCTIPOIVAÏÏImpuestosÏÏÖ
2491ÏÏ1ÏÏCDETIVAÏÏImpuestosÏÏÖ
2492ÏÏ2ÏÏNPORCIVAÏÏImpuestosÏÏÖ
2493ÏÏ3ÏÏNPORCREQÏÏImpuestosÏÏÖ
2494ÏÏ4ÏÏCSCTAIVA
ÏÏImpuestosÏÏÖ
2495ÏÏ0ÏÏNNUMPREÏÏPresupuestos de ClientesÏÏÖ
2496ÏÏ1ÏÏDFECPREÏÏPresupuestos de ClientesÏÏÖ
2497ÏÏ2ÏÏCCODCLIÏÏPresupuestos de ClientesÏÏÖ
2498ÏÏ3ÏÏCIDENDIRÏÏPresupuestos de ClientesÏÏÖ
2499ÏÏ4ÏÏCCODALMÏÏPresupuestos de ClientesÏÏÖ
2500ÏÏ5ÏÏCESTADOÏÏPresupuestos de ClientesÏÏÖ
2501ÏÏ6ÏÏDFECAPROBÏÏPresupuestos de ClientesÏÏÖ
2502ÏÏ7ÏÏCSUPEDÏÏPresupuestos de ClientesÏÏÖ
2503ÏÏ8ÏÏCCONDENTÏÏPresupuestos de ClientesÏÏÖ
2504ÏÏ9ÏÏCEXPEDÏÏPresupuestos de ClientesÏÏÖ
2505ÏÏ10ÏÏCOBSERVÏÏPresupuestos de ClientesÏÏÖ
2506ÏÏ11ÏÏCCODPAGOÏÏPresupuestos de ClientesÏÏÖ
2507ÏÏ12ÏÏNBULTOSÏÏPresupuestos de ClientesÏÏÖ
2508ÏÏ13ÏÏNPORTESÏÏPresupuestos de ClientesÏÏÖ
2509ÏÏ14ÏÏCCODAGEÏÏPresupuestos de ClientesÏÏÖ
2510ÏÏ15ÏÏNCOMISIONÏÏPresupuestos de ClientesÏÏÖ
2511ÏÏ16ÏÏCCODDIVÏÏPresupuestos de ClientesÏÏÖ
2512ÏÏ17ÏÏNVALDIVÏÏPresupuestos de ClientesÏÏÖ
2513ÏÏ18ÏÏNNUMPEDÏÏPresupuestos de ClientesÏÏÖ
2514ÏÏ19ÏÏCCODTRANÏÏPresupuestos de ClientesÏÏÖ
2515ÏÏ20ÏÏCTRACKINGÏÏPresupuestos de ClientesÏÏÖ
2516ÏÏ21ÏÏCTPORTESÏÏPresupuestos de ClientesÏÏÖ
2517ÏÏ22ÏÏLMULAGENÏÏPresupuestos de ClientesÏÏÖ
2518ÏÏ23ÏÏLREGALOÏÏPresupuestos de ClientesÏÏÖ
2519ÏÏ24ÏÏNDPPÏÏPresupuestos de ClientesÏÏÖ
2520ÏÏ25ÏÏNDTOESPÏÏPresupuestos de ClientesÏÏÖ
2521ÏÏ26ÏÏLIMPRESOÏÏPresupuestos de ClientesÏÏÖ
2522ÏÏ27ÏÏLEDIÏÏPresupuestos de ClientesÏÏÖ
2523ÏÏ28ÏÏNVALEUROÏÏPresupuestos de ClientesÏÏÖ
2524ÏÏ29ÏÏNIVAPORTESÏÏPresupuestos de ClientesÏÏÖ
2525ÏÏ30ÏÏNENTCUENTA
ÏÏPresupuestos de ClientesÏÏÖ
2526ÏÏ0ÏÏNNUMPEDÏÏPedidos de ClientesÏÏÖ
2527ÏÏ1ÏÏDFECPEDÏÏPedidos de ClientesÏÏÖ
